,city,state,address,geom,latitude,longitude
592,Monroeville,AL,"Monroeville,AL,USA","(31.5279399, -87.3247077)",31.5279399,-87.3247077
593,Parma,OH,"Parma,OH,USA","(41.3822398, -81.7355692)",41.3822398,-81.7355692
594,Kirkland,WA,"Kirkland,WA,USA","(47.6859573, -122.1920249)",47.6859573,-122.1920249
595,Valinda,CA,"Valinda,CA,USA","(34.0384785, -117.93355898556877)",34.0384785,-117.93355898556877
596,Barrow County,GA,"Barrow County,GA,USA","(33.9848611, -83.6996482)",33.9848611,-83.6996482
597,Columbus,MS,"Columbus,MS,USA","(33.4956744, -88.4272627)",33.4956744,-88.4272627
598,Modesto,CA,"Modesto,CA,USA","(37.6390972, -120.9968782)",37.6390972,-120.9968782
599,York,PA,"York,PA,USA","(39.962398, -76.727392)",39.962398,-76.727392
600,Palm Beach Gardens,FL,"Palm Beach Gardens,FL,USA","(26.8418256, -80.13590694666684)",26.8418256,-80.13590694666684
601,Truth or Consequences,NM,"Truth or Consequences,NM,USA","(33.1283485, -107.2529059)",33.1283485,-107.2529059
602,Mandeville,LA,"Mandeville,LA,USA","(30.3582305, -90.0657477)",30.3582305,-90.0657477
603,Cedar Rapids,IA,"Cedar Rapids,IA,USA","(41.9758872, -91.6704053)",41.9758872,-91.6704053
604,Calexico,CA,"Calexico,CA,USA","(32.6790572, -115.498703)",32.6790572,-115.498703
605,West Goshen,CA,"West Goshen,CA,USA","(39.9681644, -75.5727083)",39.9681644,-75.5727083
606,Kentwood,MI,"Kentwood,MI,USA","(42.8694731, -85.6447492)",42.8694731,-85.6447492
607,Carmichael,CA,"Carmichael,CA,USA","(38.62709845, -121.32224222755409)",38.62709845,-121.32224222755409
608,Pine Top,KY,"Pine Top,KY,USA","(37.2726002, -82.8823826)",37.2726002,-82.8823826
609,Highgrove,CA,"Highgrove,CA,USA","(34.012937550000004, -117.32374325809897)",34.012937550000004,-117.32374325809897
610,Cape Coral,FL,"Cape Coral,FL,USA","(26.6059432, -81.9806771)",26.6059432,-81.9806771
611,Cathedral City,CA,"Cathedral City,CA,USA","(33.822998049999995, -116.4668702427116)",33.822998049999995,-116.4668702427116
612,Zanesville,OH,"Zanesville,OH,USA","(39.9403453, -82.0131924)",39.9403453,-82.0131924
613,Paddock Lake,WI,"Paddock Lake,WI,USA","(42.5775187, -88.1050853)",42.5775187,-88.1050853
614,Kenai Peninsula,AK,"Kenai Peninsula,AK,USA","(60.0968272, -151.788033)",60.0968272,-151.788033
615,New Paltz,NY,"New Paltz,NY,USA","(41.7464972, -74.0844894)",41.7464972,-74.0844894
616,Talking Rock,GA,"Talking Rock,GA,USA","(34.5248245, -84.49149402593659)",34.5248245,-84.49149402593659
617,Frederick,MD,"Frederick,MD,USA","(39.4142186, -77.4109269)",39.4142186,-77.4109269
618,Tampa,FL,"Tampa,FL,USA","(27.9477595, -82.458444)",27.9477595,-82.458444
619,Savannah,GA,"Savannah,GA,USA","(32.0809263, -81.0911768)",32.0809263,-81.0911768
620,Point Loma,CA,"Point Loma,CA,USA","(32.7265255, -117.2444542)",32.7265255,-117.2444542
621,Smithville,MS,"Smithville,MS,USA","(34.0701074, -88.391154)",34.0701074,-88.391154
622,Salem,OR,"Salem,OR,USA","(44.9391565, -123.033121)",44.9391565,-123.033121
623,Hohenwald,TN,"Hohenwald,TN,USA","(35.5478514, -87.5519629)",35.5478514,-87.5519629
624,Burkesville,KY,"Burkesville,KY,USA","(36.7903399, -85.3705186)",36.7903399,-85.3705186
625,Mesquite,TX,"Mesquite,TX,USA","(32.7666103, -96.599472)",32.7666103,-96.599472
626,Norwood,OK,"Norwood,OK,USA","(36.1150112, -95.294518)",36.1150112,-95.294518
627,Old Town,FL,"Old Town,FL,USA","(29.6013454, -82.9817927)",29.6013454,-82.9817927
628,Colorado Springs,CO,"Colorado Springs,CO,USA","(38.8339578, -104.8253485)",38.8339578,-104.8253485
629,Opelika,AL,"Opelika,AL,USA","(32.728672, -85.39225332935811)",32.728672,-85.39225332935811
630,Hutchinson,MN,"Hutchinson,MN,USA","(44.8877401, -94.3697057)",44.8877401,-94.3697057
631,Eureka,CA,"Eureka,CA,USA","(40.8020712, -124.1636729)",40.8020712,-124.1636729
632,Council,ID,"Council,ID,USA","(44.728532, -116.43648182094685)",44.728532,-116.43648182094685
633,Marksville,LA,"Marksville,LA,USA","(31.1279652, -92.0662356)",31.1279652,-92.0662356
634,Merced,CA,"Merced,CA,USA","(37.1641544, -120.7678602)",37.1641544,-120.7678602
635,Pacific Beach,CA,"Pacific Beach,CA,USA","(32.7978268, -117.2403183)",32.7978268,-117.2403183
636,Hominy,OK,"Hominy,OK,USA","(36.4142357, -96.3952963)",36.4142357,-96.3952963
637,Lakeshire,MO,"Lakeshire,MO,USA","(38.538664, -90.3351164)",38.538664,-90.3351164
638,Goose Creek,SC,"Goose Creek,SC,USA","(32.9961038, -80.0387292)",32.9961038,-80.0387292
639,Wadesboro,NC,"Wadesboro,NC,USA","(34.9682097, -80.0767266)",34.9682097,-80.0767266
640,North Laredo,TX,"North Laredo,TX,USA","(27.5199841, -99.4953764)",27.5199841,-99.4953764
641,Braxton County,WV,"Braxton County,WV,USA","(38.699643, -80.7012614)",38.699643,-80.7012614
642,Chico,CA,"Chico,CA,USA","(39.7284945, -121.8374777)",39.7284945,-121.8374777
643,Brighton,CO,"Brighton,CO,USA","(39.90699075, -104.83740644981583)",39.90699075,-104.83740644981583
644,Dillon,MT,"Dillon,MT,USA","(45.216416, -112.6378442)",45.216416,-112.6378442
645,Aiken,SC,"Aiken,SC,USA","(33.5598586, -81.721952)",33.5598586,-81.721952
646,Gibson County,TN,"Gibson County,TN,USA","(35.9745692, -88.932729)",35.9745692,-88.932729
647,Jurupa Valley,CA,"Jurupa Valley,CA,USA","(33.9798472, -117.4515754)",33.9798472,-117.4515754
648,Eden,GA,"Eden,GA,USA","(32.173813, -81.3906678)",32.173813,-81.3906678
649,Germantown,PA,"Germantown,PA,USA","(40.0434449, -75.1801775)",40.0434449,-75.1801775
650,Minneapolis,MN,"Minneapolis,MN,USA","(44.9772995, -93.2654692)",44.9772995,-93.2654692
651,Spring Lake,NC,"Spring Lake,NC,USA","(35.1679396, -78.9728056)",35.1679396,-78.9728056
652,Whitfield County,GA,"Whitfield County,GA,USA","(34.7969288, -84.9745026)",34.7969288,-84.9745026
653,Leon County,TX,"Leon County,TX,USA","(31.2715127, -95.9953382)",31.2715127,-95.9953382
654,Cayce,SC,"Cayce,SC,USA","(33.9657091, -81.0739827)",33.9657091,-81.0739827
655,Arlington,GA,"Arlington,GA,USA","(31.4398976, -84.7249188)",31.4398976,-84.7249188
656,Little Egg Harbor,NJ,"Little Egg Harbor,NJ,USA","(39.5799926, -74.27486851800651)",39.5799926,-74.27486851800651
657,Opa-Locka,FL,"Opa-Locka,FL,USA","(25.896733849999997, -80.25949640850294)",25.896733849999997,-80.25949640850294
658,Benton Township,MI,"Benton Township,MI,USA","(45.60662985, -84.35896924186257)",45.60662985,-84.35896924186257
659,Manatee,FL,"Manatee,FL,USA","(27.5213933, -82.3801566)",27.5213933,-82.3801566
660,Paulding County,GA,"Paulding County,GA,USA","(33.8908526, -84.8569161)",33.8908526,-84.8569161
661,Colbert,OK,"Colbert,OK,USA","(33.8531568, -96.5024917)",33.8531568,-96.5024917
662,Reno,NV,"Reno,NV,USA","(39.5261206, -119.8126581)",39.5261206,-119.8126581
663,Corpus Christi,TX,"Corpus Christi,TX,USA","(27.7477253, -97.4014129)",27.7477253,-97.4014129
664,Columbia Heights,MN,"Columbia Heights,MN,USA","(45.0460458, -93.2517802)",45.0460458,-93.2517802
665,Ozark,MO,"Ozark,MO,USA","(36.6467816, -92.4575198)",36.6467816,-92.4575198
666,Lampe,MO,"Lampe,MO,USA","(36.5636755, -93.437964)",36.5636755,-93.437964
667,Seagoville,TX,"Seagoville,TX,USA","(32.6447916, -96.5418608)",32.6447916,-96.5418608
668,Celina,OH,"Celina,OH,USA","(40.5489358, -84.5702338)",40.5489358,-84.5702338
669,Maysville,MO,"Maysville,MO,USA","(39.8891658, -94.3618967)",39.8891658,-94.3618967
670,Wink,TX,"Wink,TX,USA","(31.7534049, -103.15583)",31.7534049,-103.15583
671,Bangor,ME,"Bangor,ME,USA","(44.8011821, -68.7778138)",44.8011821,-68.7778138
672,Norwalk,CA,"Norwalk,CA,USA","(33.9092802, -118.0849169)",33.9092802,-118.0849169
673,Deming,NM,"Deming,NM,USA","(32.2627416, -107.7581979)",32.2627416,-107.7581979
674,Big Springs,NE,"Big Springs,NE,USA","(41.061381, -102.074349)",41.061381,-102.074349
675,Mount Washington,PA,"Mount Washington,PA,USA","(40.4309025, -80.0103312)",40.4309025,-80.0103312
676,Irving,TX,"Irving,TX,USA","(32.8295183, -96.9442177)",32.8295183,-96.9442177
677,Neenah,WI,"Neenah,WI,USA","(44.1858193, -88.462609)",44.1858193,-88.462609
678,Richmond Heights,OH,"Richmond Heights,OH,USA","(41.552829, -81.510121)",41.552829,-81.510121
679,Laramie,WY,"Laramie,WY,USA","(41.311367, -105.591101)",41.311367,-105.591101
680,Yonkers,NY,"Yonkers,NY,USA","(40.9312099, -73.8987469)",40.9312099,-73.8987469
681,Leitchfield,KY,"Leitchfield,KY,USA","(37.4801693, -86.2936604)",37.4801693,-86.2936604
682,Pryor,OK,"Pryor,OK,USA","(36.3084275, -95.3169136)",36.3084275,-95.3169136
683,Marina,CA,"Marina,CA,USA","(36.6900986, -121.80062933026213)",36.6900986,-121.80062933026213
684,Lynwood,CA,"Lynwood,CA,USA","(33.924831, -118.2024154)",33.924831,-118.2024154
685,Healdton,OK,"Healdton,OK,USA","(34.2331475, -97.4878023)",34.2331475,-97.4878023
686,East Stroudsburg,PA,"East Stroudsburg,PA,USA","(40.9995386, -75.1812913)",40.9995386,-75.1812913
687,Denton,TX,"Denton,TX,USA","(33.1838787, -97.1413417)",33.1838787,-97.1413417
688,Thurston County,WA,"Thurston County,WA,USA","(46.9319983, -122.8855155)",46.9319983,-122.8855155
689,Mountain View,CO,"Mountain View,CO,USA","(39.7747531, -105.0566851)",39.7747531,-105.0566851
690,Humboldt,TN,"Humboldt,TN,USA","(35.8197917, -88.9158953)",35.8197917,-88.9158953
691,Gilroy,CA,"Gilroy,CA,USA","(37.0065078, -121.5631723)",37.0065078,-121.5631723
692,Mount Hope,WV,"Mount Hope,WV,USA","(37.8953906, -81.1642682)",37.8953906,-81.1642682
693,Middle River,MD,"Middle River,MD,USA","(39.3342745, -76.4394057)",39.3342745,-76.4394057
694,Dallas,NC,"Dallas,NC,USA","(35.3160401, -81.1764865)",35.3160401,-81.1764865
695,Camarillo,CA,"Camarillo,CA,USA","(34.2164099, -119.0376573)",34.2164099,-119.0376573
696,Kent,OH,"Kent,OH,USA","(41.1536674, -81.357886)",41.1536674,-81.357886
697,Northwood,OH,"Northwood,OH,USA","(41.607272, -83.4688204)",41.607272,-83.4688204
698,Knoxville,TN,"Knoxville,TN,USA","(35.9603948, -83.9210261)",35.9603948,-83.9210261
699,Taos,NM,"Taos,NM,USA","(36.4072377, -105.5732847)",36.4072377,-105.5732847
700,Concord,VA,"Concord,VA,USA","(37.3634771, -76.6185654)",37.3634771,-76.6185654
701,Palmdale,CA,"Palmdale,CA,USA","(34.5793131, -118.1171108)",34.5793131,-118.1171108
702,Douglasville,GA,"Douglasville,GA,USA","(33.7514966, -84.7477136)",33.7514966,-84.7477136
703,Breaux Bridge,LA,"Breaux Bridge,LA,USA","(30.2735323, -91.8992837)",30.2735323,-91.8992837
704,Canaan Township,PA,"Canaan Township,PA,USA","(41.5664183, -75.39752704847083)",41.5664183,-75.39752704847083
705,Smartsville,CA,"Smartsville,CA,USA","(39.2073932, -121.2985701)",39.2073932,-121.2985701
706,Ludlow,KY,"Ludlow,KY,USA","(39.0925598, -84.5474435)",39.0925598,-84.5474435
707,Burlington,VT,"Burlington,VT,USA","(44.4762975, -73.2135472)",44.4762975,-73.2135472
708,Brooksville,FL,"Brooksville,FL,USA","(28.5552719, -82.3878709)",28.5552719,-82.3878709
709,Dearborn,MI,"Dearborn,MI,USA","(42.3222599, -83.1763145)",42.3222599,-83.1763145
710,Winnsboro,LA,"Winnsboro,LA,USA","(32.9573449, -95.2902224)",32.9573449,-95.2902224
711,Pride,LA,"Pride,LA,USA","(32.9373171, -102.0776686)",32.9373171,-102.0776686
712,Lansing,MI,"Lansing,MI,USA","(42.7337712, -84.5553805)",42.7337712,-84.5553805
713,Porterville,CA,"Porterville,CA,USA","(36.06523, -119.0167679)",36.06523,-119.0167679
714,Palo Alto,CA,"Palo Alto,CA,USA","(37.4443293, -122.1598465)",37.4443293,-122.1598465
715,Homedale,ID,"Homedale,ID,USA","(43.6176584, -116.9337599)",43.6176584,-116.9337599
716,Lucedale,MS,"Lucedale,MS,USA","(30.9251869, -88.5900235)",30.9251869,-88.5900235
717,Franklin,LA,"Franklin,LA,USA","(33.155212, -95.2255189)",33.155212,-95.2255189
718,Suffolk,VA,"Suffolk,VA,USA","(36.7282096, -76.5835703)",36.7282096,-76.5835703
719,Santa Nella,CA,"Santa Nella,CA,USA","(38.497135, -122.9666644)",38.497135,-122.9666644
720,Rosemead,CA,"Rosemead,CA,USA","(34.0676169, -118.0879763)",34.0676169,-118.0879763
721,Rawlins,WY,"Rawlins,WY,USA","(41.7907878, -107.2391768)",41.7907878,-107.2391768
722,Maryneal,TX,"Maryneal,TX,USA","(32.2354051, -100.4503798)",32.2354051,-100.4503798
723,Sioux Falls,SD,"Sioux Falls,SD,USA","(43.5499749, -96.700327)",43.5499749,-96.700327
724,Livingston,MT,"Livingston,MT,USA","(45.671445, -110.52926004348622)",45.671445,-110.52926004348622
725,Ragley,LA,"Ragley,LA,USA","(30.512699, -93.2323813)",30.512699,-93.2323813
726,Olympia,WA,"Olympia,WA,USA","(47.0451022, -122.8950075)",47.0451022,-122.8950075
727,Johnson City,TN,"Johnson City,TN,USA","(36.3134398, -82.3534728)",36.3134398,-82.3534728
728,Redding,CA,"Redding,CA,USA","(40.5863563, -122.3916754)",40.5863563,-122.3916754
729,Ceres,CA,"Ceres,CA,USA","(37.5949316, -120.9577098)",37.5949316,-120.9577098
730,Upper Darby,PA,"Upper Darby,PA,USA","(39.9284459, -75.2737955)",39.9284459,-75.2737955
731,Carrizozo,NM,"Carrizozo,NM,USA","(33.6432488, -105.8777246)",33.6432488,-105.8777246
732,Daviess County,KY,"Daviess County,KY,USA","(37.6877924, -87.0818357)",37.6877924,-87.0818357
733,Geneva,WI,"Geneva,WI,USA","(28.737294, -81.11342048773265)",28.737294,-81.11342048773265
734,Acworth,GA,"Acworth,GA,USA","(34.0659329, -84.6768796)",34.0659329,-84.6768796
735,Kelso,WA,"Kelso,WA,USA","(46.1420334, -122.9060318)",46.1420334,-122.9060318
736,Rising Sun,MD,"Rising Sun,MD,USA","(39.6980597, -76.0628964)",39.6980597,-76.0628964
737,San Fernando,CA,"San Fernando,CA,USA","(34.28497, -118.437652)",34.28497,-118.437652
738,Penn Township,PA,"Penn Township,PA,USA","(40.368781, -79.65130846854063)",40.368781,-79.65130846854063
739,Spenard,AK,"Spenard,AK,USA","(61.1886111, -149.9063889)",61.1886111,-149.9063889
740,Norfolk,VA,"Norfolk,VA,USA","(36.8889933, -76.2481624)",36.8889933,-76.2481624
741,Sevierville,TN,"Sevierville,TN,USA","(35.8681455, -83.561835)",35.8681455,-83.561835
742,Cle Elum,WA,"Cle Elum,WA,USA","(47.1952417, -120.9400632)",47.1952417,-120.9400632
743,Hurst,IL,"Hurst,IL,USA","(32.8234621, -97.1705678)",32.8234621,-97.1705678
744,Santa Clarita,CA,"Santa Clarita,CA,USA","(34.3916641, -118.542586)",34.3916641,-118.542586
745,Elkins,WV,"Elkins,WV,USA","(38.925927, -79.8466552)",38.925927,-79.8466552
746,Southfield,MI,"Southfield,MI,USA","(42.4733689, -83.2218731)",42.4733689,-83.2218731
747,Hollywood Hills,CA,"Hollywood Hills,CA,USA","(34.1311792, -118.3355474)",34.1311792,-118.3355474
748,El Cajon,CA,"El Cajon,CA,USA","(32.7947731, -116.9625269)",32.7947731,-116.9625269
749,Petroleum,WV,"Petroleum,WV,USA","(39.1909105, -81.2684485)",39.1909105,-81.2684485
750,Belle Glade,FL,"Belle Glade,FL,USA","(26.6845104, -80.6675577)",26.6845104,-80.6675577
751,North Hills,CA,"North Hills,CA,USA","(34.2429575, -118.4854081)",34.2429575,-118.4854081
752,Rainbow City,AL,"Rainbow City,AL,USA","(33.928922, -86.13996441738328)",33.928922,-86.13996441738328
753,Union City,CA,"Union City,CA,USA","(37.5963232, -122.0816297)",37.5963232,-122.0816297
754,Statesville,NC,"Statesville,NC,USA","(35.7826363, -80.8872959)",35.7826363,-80.8872959
755,Port Barre,LA,"Port Barre,LA,USA","(30.5601953, -91.9540055)",30.5601953,-91.9540055
756,Meridianville,AL,"Meridianville,AL,USA","(34.8703256, -86.5713611509602)",34.8703256,-86.5713611509602
757,Eufaula,OK,"Eufaula,OK,USA","(35.2873206, -95.5824846)",35.2873206,-95.5824846
758,Burns,OR,"Burns,OR,USA","(43.5862607, -119.0541032)",43.5862607,-119.0541032
759,Mountain Pine,AR,"Mountain Pine,AR,USA","(34.5720347, -93.1732401)",34.5720347,-93.1732401
760,Latta,SC,"Latta,SC,USA","(34.337691, -79.4321949)",34.337691,-79.4321949
761,Lenoir City,TN,"Lenoir City,TN,USA","(35.7972998, -84.2560299)",35.7972998,-84.2560299
762,Mansfield,TX,"Mansfield,TX,USA","(32.5631924, -97.1416768)",32.5631924,-97.1416768
763,Cobb County,GA,"Cobb County,GA,USA","(33.9373948, -84.5732006)",33.9373948,-84.5732006
764,Clackamas County,OR,"Clackamas County,OR,USA","(45.1608821, -122.2305038)",45.1608821,-122.2305038
765,Phenix City,AL,"Phenix City,AL,USA","(32.4709761, -85.0007653)",32.4709761,-85.0007653
766,Immokalee,FL,"Immokalee,FL,USA","(26.42016, -81.42224031928626)",26.42016,-81.42224031928626
767,Newark,CA,"Newark,CA,USA","(37.5296593, -122.0402399)",37.5296593,-122.0402399
768,Wilkinsburg,PA,"Wilkinsburg,PA,USA","(40.4417355, -79.8819942)",40.4417355,-79.8819942
769,Saginaw,TX,"Saginaw,TX,USA","(32.8601275, -97.3639068)",32.8601275,-97.3639068
770,Rancho Cordova,CA,"Rancho Cordova,CA,USA","(38.5890723, -121.302728)",38.5890723,-121.302728
771,Schulter,OK,"Schulter,OK,USA","(35.5145495, -95.9566635)",35.5145495,-95.9566635
772,Ocala,FL,"Ocala,FL,USA","(29.1871986, -82.1400923)",29.1871986,-82.1400923
773,Rosebud,SD,"Rosebud,SD,USA","(43.232782, -100.853478)",43.232782,-100.853478
774,Perry Township,OH,"Perry Township,OH,USA","(38.48937065, -82.58954207897068)",38.48937065,-82.58954207897068
775,Hilo,HI,"Hilo,HI,USA","(19.707243, -155.081635)",19.707243,-155.081635
776,Milton,FL,"Milton,FL,USA","(30.6324149, -87.0396881)",30.6324149,-87.0396881
777,Union Grove,NC,"Union Grove,NC,USA","(35.6651645, -76.6091017)",35.6651645,-76.6091017
778,Seaside,OR,"Seaside,OR,USA","(45.993246, -123.920213)",45.993246,-123.920213
779,Austin,AR,"Austin,AR,USA","(34.9984206, -91.9837552)",34.9984206,-91.9837552
780,Manchester,NJ,"Manchester,NJ,USA","(39.9734957, -74.3816966)",39.9734957,-74.3816966
781,Abingdon,MD,"Abingdon,MD,USA","(39.4623305, -76.2791236)",39.4623305,-76.2791236
782,Barrow,AK,"Barrow,AK,USA","(71.3864521, -156.4821312)",71.3864521,-156.4821312
783,Roseville,MN,"Roseville,MN,USA","(45.0060767, -93.1566107)",45.0060767,-93.1566107
784,Henderson County,TX,"Henderson County,TX,USA","(32.182598, -95.7893178)",32.182598,-95.7893178
785,Maiden,NC,"Maiden,NC,USA","(35.5766048, -81.2139216)",35.5766048,-81.2139216
786,Syracuse,NY,"Syracuse,NY,USA","(43.0481221, -76.1474244)",43.0481221,-76.1474244
787,Beckville,TX,"Beckville,TX,USA","(32.2429366, -94.4554782)",32.2429366,-94.4554782
788,Arvonia,VA,"Arvonia,VA,USA","(37.683478, -78.3413918)",37.683478,-78.3413918
789,Urbandale,IA,"Urbandale,IA,USA","(41.6274552, -93.7380624)",41.6274552,-93.7380624
790,Bradenton,FL,"Bradenton,FL,USA","(27.4989278, -82.5748194)",27.4989278,-82.5748194
791,Yorba Linda,CA,"Yorba Linda,CA,USA","(33.8901096, -117.8249705)",33.8901096,-117.8249705
792,Jal,NM,"Jal,NM,USA","(32.112125, -103.1934615)",32.112125,-103.1934615
793,Fairfield,CT,"Fairfield,CT,USA","(41.1412078, -73.2637258)",41.1412078,-73.2637258
794,Republic,MO,"Republic,MO,USA","(37.1202149, -93.4807001)",37.1202149,-93.4807001
795,Mena,AR,"Mena,AR,USA","(34.5862171, -94.2396554)",34.5862171,-94.2396554
796,Reno,TX,"Reno,TX,USA","(32.9443828, -97.5806204)",32.9443828,-97.5806204
797,Commerce,GA,"Commerce,GA,USA","(34.203997, -83.4571058)",34.203997,-83.4571058
798,Ogden,UT,"Ogden,UT,USA","(41.2230048, -111.9738429)",41.2230048,-111.9738429
799,Elizabethton,TN,"Elizabethton,TN,USA","(36.3487196, -82.2106876)",36.3487196,-82.2106876
800,Inglewood,CA,"Inglewood,CA,USA","(33.9562003, -118.353132)",33.9562003,-118.353132
801,Houston,AK,"Houston,AK,USA","(61.6302778, -149.8180556)",61.6302778,-149.8180556
802,Fairborn,OH,"Fairborn,OH,USA","(39.8208998, -84.0193858)",39.8208998,-84.0193858
803,Ripon,CA,"Ripon,CA,USA","(37.741595, -121.1243828)",37.741595,-121.1243828
804,Blue Springs,MO,"Blue Springs,MO,USA","(39.017316, -94.282265)",39.017316,-94.282265
805,Bailey,CO,"Bailey,CO,USA","(39.4064662, -105.4717013)",39.4064662,-105.4717013
806,East Troy,WI,"East Troy,WI,USA","(42.7851871, -88.4054374)",42.7851871,-88.4054374
807,Montgomery,AL,"Montgomery,AL,USA","(32.3669656, -86.3006485)",32.3669656,-86.3006485
808,Silver Springs,NV,"Silver Springs,NV,USA","(39.4154735, -119.2246076)",39.4154735,-119.2246076
809,Hesston,KS,"Hesston,KS,USA","(38.1385315, -97.4314857)",38.1385315,-97.4314857
810,Roanoke,VA,"Roanoke,VA,USA","(37.270973, -79.9414313)",37.270973,-79.9414313
811,Rapid Valley,SD,"Rapid Valley,SD,USA","(44.069577949999996, -103.12116002808514)",44.069577949999996,-103.12116002808514
812,Ashville,AL,"Ashville,AL,USA","(33.8369216, -86.2549799)",33.8369216,-86.2549799
813,Raleigh,NC,"Raleigh,NC,USA","(35.7803977, -78.6390989)",35.7803977,-78.6390989
814,Gautier,MS,"Gautier,MS,USA","(30.385755, -88.6116855)",30.385755,-88.6116855
815,Bel Air,MD,"Bel Air,MD,USA","(39.5355063, -76.3490396)",39.5355063,-76.3490396
816,Johnstown,PA,"Johnstown,PA,USA","(40.3267407, -78.9219698)",40.3267407,-78.9219698
817,Sims,AR,"Sims,AR,USA","(34.659264, -93.6910292)",34.659264,-93.6910292
818,East Bernstadt,KY,"East Bernstadt,KY,USA","(37.1918255, -84.12375499745173)",37.1918255,-84.12375499745173
819,Cheektowaga,NY,"Cheektowaga,NY,USA","(42.9033917, -78.7547536)",42.9033917,-78.7547536
820,Beaumont,TX,"Beaumont,TX,USA","(30.0860459, -94.1018461)",30.0860459,-94.1018461
821,Bismarck,ND,"Bismarck,ND,USA","(46.808327, -100.783739)",46.808327,-100.783739
822,Rochester,NY,"Rochester,NY,USA","(43.157285, -77.615214)",43.157285,-77.615214
823,Carlsbad,NM,"Carlsbad,NM,USA","(32.4257456, -104.2376121)",32.4257456,-104.2376121
824,Biloxi,MS,"Biloxi,MS,USA","(30.374673, -88.84594333482862)",30.374673,-88.84594333482862
825,Colorado City,CO,"Colorado City,CO,USA","(37.9452861, -104.8352628)",37.9452861,-104.8352628
826,Rosalia,KS,"Rosalia,KS,USA","(37.8152985, -96.6197416)",37.8152985,-96.6197416
827,Clinton,IL,"Clinton,IL,USA","(38.5896187, -89.420064)",38.5896187,-89.420064
828,Greensboro,NC,"Greensboro,NC,USA","(36.0726355, -79.7919754)",36.0726355,-79.7919754
829,Glendale,CA,"Glendale,CA,USA","(34.1469416, -118.2478471)",34.1469416,-118.2478471
830,Addison,TX,"Addison,TX,USA","(32.9604305, -96.83025951893629)",32.9604305,-96.83025951893629
831,Piedmont,AL,"Piedmont,AL,USA","(33.9245454, -85.6113501)",33.9245454,-85.6113501
832,Vancouver,WA,"Vancouver,WA,USA","(45.6306954, -122.6744557)",45.6306954,-122.6744557
833,Russellville,KY,"Russellville,KY,USA","(36.8453199, -86.887219)",36.8453199,-86.887219
834,Evansville,IN,"Evansville,IN,USA","(37.9747645, -87.5558483)",37.9747645,-87.5558483
835,Florence,CA,"Florence,CA,USA","(33.9741588, -118.2432856)",33.9741588,-118.2432856
836,Anson County,NC,"Anson County,NC,USA","(34.9705848, -80.0958187)",34.9705848,-80.0958187
837,Burnsville,MN,"Burnsville,MN,USA","(44.7677424, -93.2777226)",44.7677424,-93.2777226
838,Byron,CA,"Byron,CA,USA","(37.874063, -121.63465739329897)",37.874063,-121.63465739329897
839,Idaho Falls,ID,"Idaho Falls,ID,USA","(43.4935245, -112.0400919)",43.4935245,-112.0400919
840,Covington,LA,"Covington,LA,USA","(31.196549, -86.4597236)",31.196549,-86.4597236
841,White Plains,KY,"White Plains,KY,USA","(37.183655, -87.3836095)",37.183655,-87.3836095
842,Hopewell,VA,"Hopewell,VA,USA","(37.3043154, -77.2872001)",37.3043154,-77.2872001
843,Fort Littleton,PA,"Fort Littleton,PA,USA","(40.0628635, -77.9636117)",40.0628635,-77.9636117
844,Gainesville,FL,"Gainesville,FL,USA","(29.6519684, -82.3249846)",29.6519684,-82.3249846
845,Stamford,CT,"Stamford,CT,USA","(41.0534302, -73.5387341)",41.0534302,-73.5387341
846,South Greensburg,PA,"South Greensburg,PA,USA","(40.2784029, -79.5447619)",40.2784029,-79.5447619
847,Fredericksburg,VA,"Fredericksburg,VA,USA","(38.3031837, -77.4605399)",38.3031837,-77.4605399
848,Thornton,CO,"Thornton,CO,USA","(39.8695516, -104.9851819)",39.8695516,-104.9851819
849,Raleigh,TN,"Raleigh,TN,USA","(35.2059218, -89.9136985)",35.2059218,-89.9136985
850,Braintree,MA,"Braintree,MA,USA","(42.2064195, -71.005067)",42.2064195,-71.005067
851,Pawtucket,RI,"Pawtucket,RI,USA","(41.878711, -71.3825558)",41.878711,-71.3825558
852,Redlands,CA,"Redlands,CA,USA","(34.055735, -117.1888961)",34.055735,-117.1888961
853,Pueblo of Laguna,NM,"Pueblo of Laguna,NM,USA","(35.0367284, -107.3828226)",35.0367284,-107.3828226
854,Lowell,MA,"Lowell,MA,USA","(42.6334247, -71.3161718)",42.6334247,-71.3161718
855,Grundy,VA,"Grundy,VA,USA","(37.2778886, -82.0990223)",37.2778886,-82.0990223
856,Lee's Summit,MO,"Lee's Summit,MO,USA","(38.9107156, -94.3821295)",38.9107156,-94.3821295
857,Winslow,AZ,"Winslow,AZ,USA","(35.0241874, -110.6973572)",35.0241874,-110.6973572
858,Kinston,NC,"Kinston,NC,USA","(35.2626635, -77.5816353)",35.2626635,-77.5816353
859,Splendora,TX,"Splendora,TX,USA","(30.2329914, -95.1610438)",30.2329914,-95.1610438
860,Piedmont,SC,"Piedmont,SC,USA","(34.7105655, -82.4576113634228)",34.7105655,-82.4576113634228
861,Aitkin,MN,"Aitkin,MN,USA","(46.5714822, -93.3847595)",46.5714822,-93.3847595
862,Clearlake Park,CA,"Clearlake Park,CA,USA","(38.966564, -122.6510961)",38.966564,-122.6510961
